Date,Open,High,Low,Close,Adj Close,Volume
2022-03-10,22.5310001373291,22.788000106811523,21.881999969482422,22.658000946044922,22.627731323242188,428066000
2022-03-11,23.02199935913086,23.145000457763672,22.04599952697754,22.100000381469727,22.07047462463379,367209000
2022-03-14,21.868999481201172,22.261999130249023,21.159000396728516,21.329999923706055,21.301504135131836,385354000
2022-03-15,21.51799964904785,23.038000106811523,21.32200050354004,22.972999572753906,22.942304611206055,491996000
2022-03-16,23.5,24.597000122070312,23.172000885009766,24.496000289916992,24.46327018737793,671422000
2022-03-17,24.1200008392334,24.841999053955078,23.9060001373291,24.766000747680664,24.73291015625,471941000
2022-03-18,24.798999786376953,26.569000244140625,24.624000549316406,26.452999114990234,26.41765785217285,730719000
2022-03-21,26.506999969482422,27.152000427246094,25.966999053955078,26.733999252319336,26.69828224182129,591727000
2022-03-22,26.726999282836914,27.238000869750977,26.07200050354004,26.52400016784668,26.488561630249023,547007000
2022-03-23,26.125999450683594,26.61199951171875,25.575000762939453,25.634000778198242,25.59975242614746,502120000
2022-03-24,26.166000366210938,28.31999969482422,25.906999588012695,28.149999618530273,28.112390518188477,877379000
2022-03-25,27.88599967956543,28.357999801635742,27.270999908447266,27.691999435424805,27.65500259399414,579016000
2022-03-28,27.756000518798828,28.25,27.20599937438965,28.2189998626709,28.181293487548828,425494000
2022-03-29,28.69499969482422,28.945999145507812,27.979999542236328,28.6560001373291,28.617713928222656,488984000
2022-03-30,28.304000854492188,28.496000289916992,27.503000259399414,27.690000534057617,27.653003692626953,463487000
2022-03-31,27.781999588012695,28.24799919128418,27.270000457763672,27.285999298095703,27.249542236328125,523440000
2022-04-01,27.375,27.496000289916992,26.267000198364258,26.711999893188477,26.67630958557129,517235000
2022-04-04,26.72800064086914,27.558000564575195,26.613000869750977,27.360000610351562,27.32344627380371,397120000
2022-04-05,27.253999710083008,27.319000244140625,25.81999969482422,25.930999755859375,25.89635467529297,436615000
2022-04-06,24.93400001525879,25.299999237060547,24.003000259399414,24.406999588012695,24.374387741088867,703833000
2022-04-07,24.44099998474121,24.722000122070312,23.47800064086914,24.20800018310547,24.1756591796875,557992000
2022-04-08,23.91699981689453,23.92300033569336,23.062000274658203,23.118999481201172,23.08811378479004,524781000
2022-04-11,22.214000701904297,22.31999969482422,21.65999984741211,21.91699981689453,21.887718200683594,575207000
2022-04-12,22.53700065612793,22.725000381469727,21.281999588012695,21.503999710083008,21.47526741027832,662258000
2022-04-13,21.72800064086914,22.5,21.454999923706055,22.202999114990234,22.1733341217041,516943000
2022-04-14,22.5049991607666,22.777000427246094,21.163000106811523,21.257999420166016,21.229597091674805,569097000
2022-04-18,21.200000762939453,22.08799934387207,21.07900047302246,21.783000946044922,21.753896713256836,525701000
2022-04-19,21.719999313354492,22.37299919128418,21.31399917602539,22.197999954223633,22.1683406829834,512781000
2022-04-20,22.517000198364258,22.670000076293945,21.200000762939453,21.48200035095215,21.453298568725586,468974000
2022-04-21,21.708999633789062,22.392000198364258,20.0,20.183000564575195,20.15603256225586,656209000
2022-04-22,20.30299949645996,20.486000061035156,19.5,19.514999389648438,19.488924026489258,624713000
2022-04-25,19.20199966430664,19.94499969482422,19.09600067138672,19.902000427246094,19.875408172607422,641566000
2022-04-26,19.718000411987305,19.788000106811523,18.670000076293945,18.788000106811523,18.762901306152344,653143000
2022-04-27,18.597999572753906,19.16699981689453,18.290000915527344,18.415000915527344,18.390398025512695,499460000
2022-04-28,18.966999053955078,20.03700065612793,18.489999771118164,19.781999588012695,19.755571365356445,570327000
2022-04-29,19.402000427246094,20.128000259399414,18.517000198364258,18.547000885009766,18.522220611572266,500435000
2022-05-02,18.541000366210938,19.573999404907227,18.391000747680664,19.533000946044922,19.50690269470215,572049000
2022-05-03,19.399999618530273,19.825000762939453,19.132999420166016,19.601999282836914,19.5758113861084,475751000
2022-05-04,19.92300033569336,20.399999618530273,18.750999450683594,20.333999633789062,20.306833267211914,648855000
2022-05-05,19.867000579833984,19.924999237060547,18.5,18.8439998626709,18.81882667541504,626331000
2022-05-06,18.736000061035156,19.511999130249023,17.989999771118164,18.674999237060547,18.650049209594727,633297000
2022-05-09,18.034000396728516,18.2549991607666,16.82699966430664,16.950000762939453,16.927352905273438,644455000
2022-05-10,17.68899917602539,18.197999954223633,17.024999618530273,17.594999313354492,17.571489334106445,761474000
2022-05-11,17.347000122070312,17.753000259399414,16.56800079345703,16.6299991607666,16.60778045654297,670167000
2022-05-12,16.2189998626709,16.788000106811523,15.567000389099121,16.174999237060547,16.15338706970215,708728000
2022-05-13,16.788000106811523,17.92799949645996,16.593000411987305,17.70599937438965,17.682342529296875,670437000
2022-05-16,17.509000778198242,17.788000106811523,17.106000900268555,17.263999938964844,17.240934371948242,521446000
2022-05-17,18.073999404907227,18.371000289916992,17.634000778198242,18.177000045776367,18.1527156829834,585830000
2022-05-18,17.704999923706055,18.118000030517578,16.86400032043457,16.937999725341797,16.91537094116211,545161000
2022-05-19,16.937000274658203,17.687000274658203,16.733999252319336,17.124000549316406,17.10112190246582,621310000
2022-05-20,17.332000732421875,17.40999984741211,15.755000114440918,16.694000244140625,16.671695709228516,739105000
2022-05-23,16.27400016784668,16.915000915527344,16.179000854492188,16.898000717163086,16.875423431396484,639889000
2022-05-24,16.510000228881836,16.597000122070312,15.779999732971191,16.15399932861328,16.132415771484375,588550000
2022-05-25,16.020000457763672,17.111000061035156,16.0,16.975000381469727,16.952322006225586,781132000
2022-05-26,16.035999298095703,18.091999053955078,16.02199935913086,17.85099983215332,17.827150344848633,996575000
2022-05-27,18.18600082397461,18.881000518798828,18.100000381469727,18.81100082397461,18.785871505737305,738379000
2022-05-31,18.979999542236328,19.200000762939453,18.350000381469727,18.672000885009766,18.647056579589844,664100000
2022-06-01,18.724000930786133,19.05299949645996,18.121999740600586,18.31999969482422,18.295522689819336,544514000
2022-06-02,18.29199981689453,19.618999481201172,18.197999954223633,19.591999053955078,19.565820693969727,648656000
2022-06-03,19.082000732421875,19.332000732421875,18.52199935913086,18.719999313354492,18.694988250732422,598779000
2022-06-06,19.138999938964844,19.336999893188477,18.56399917602539,18.785999298095703,18.760900497436523,422406000
2022-06-07,18.472000122070312,19.0,18.187999725341797,18.926000595092773,18.900714874267578,388914000
2022-06-08,18.798999786376953,19.18000030517578,18.53499984741211,18.648000717163086,18.627023696899414,363252000
2022-06-09,18.481000900268555,18.933000564575195,18.041000366210938,18.04800033569336,18.027698516845703,395574000
2022-06-10,17.600000381469727,17.69700050354004,16.868999481201172,16.974000930786133,16.954906463623047,465248000
2022-06-13,16.0,16.312000274658203,15.605999946594238,15.647000312805176,15.629398345947266,604153000
2022-06-14,15.730999946594238,16.06599998474121,15.411999702453613,15.836000442504883,15.81818675994873,469680000
2022-06-15,16.094999313354492,16.868000030517578,15.925999641418457,16.527000427246094,16.50840950012207,563936000
2022-06-16,15.859999656677246,15.942000389099121,15.401000022888184,15.60099983215332,15.583451271057129,545749000
2022-06-17,15.64799976348877,15.994999885559082,15.32800006866455,15.880000114440918,15.862136840820312,630334000
2022-06-21,16.475000381469727,17.007999420166016,16.406999588012695,16.56599998474121,16.54736328125,483089000
2022-06-22,16.22599983215332,16.66200065612793,16.18000030517578,16.360000610351562,16.341596603393555,437135000
2022-06-23,16.518999099731445,16.584999084472656,15.852999687194824,16.225000381469727,16.206748962402344,463680000
2022-06-24,16.5,17.139999389648438,16.309999465942383,17.125999450683594,17.106733322143555,472153000
2022-06-27,17.312000274658203,17.329999923706055,16.625999450683594,16.868999481201172,16.85002326965332,427968000
2022-06-28,16.899999618530273,17.20199966430664,15.944999694824219,15.982000350952148,15.964022636413574,461149000
2022-06-29,15.814000129699707,15.819999694824219,15.170000076293945,15.541999816894531,15.524517059326172,482352000
2022-06-30,15.361000061035156,15.567000389099121,14.862000465393066,15.159000396728516,15.141946792602539,686070000
2022-07-01,14.89900016784668,15.062999725341797,14.392000198364258,14.52299976348877,14.506662368774414,577610000
2022-07-05,14.175000190734863,14.970999717712402,14.055000305175781,14.96399974822998,14.947165489196777,651397000
2022-07-06,15.010000228881836,15.319000244140625,14.788999557495117,15.130000114440918,15.1129789352417,529066000
2022-07-07,15.456000328063965,15.944999694824219,15.388999938964844,15.857999801635742,15.840160369873047,492903000
2022-07-08,15.430000305175781,16.03700065612793,15.388999938964844,15.838000297546387,15.820182800292969,467972000
2022-07-11,15.526000022888184,15.527000427246094,15.038000106811523,15.152000427246094,15.134954452514648,437321000
2022-07-12,15.267999649047852,15.430999755859375,14.876999855041504,15.081999778747559,15.065032958984375,458483000
2022-07-13,14.59000015258789,15.375,14.46500015258789,15.163999557495117,15.146940231323242,521918000
2022-07-14,15.107999801635742,15.472999572753906,14.727999687194824,15.371999740600586,15.354705810546875,456235000
2022-07-15,15.659000396728516,15.781999588012695,15.444999694824219,15.76200008392334,15.744270324707031,385935000
2022-07-18,16.302000045776367,16.89699935913086,16.00200080871582,16.10099983215332,16.082887649536133,670517000
2022-07-19,16.486000061035156,17.110000610351562,16.172000885009766,16.992000579833984,16.972881317138672,702366000
2022-07-20,16.94700050354004,17.933000564575195,16.801000595092773,17.80699920654297,17.786968231201172,760538000
2022-07-21,17.885000228881836,18.143999099731445,17.545000076293945,18.049999237060547,18.02969741821289,557049000
2022-07-22,17.89299964904785,17.966999053955078,17.136999130249023,17.319000244140625,17.299516677856445,536671000
2022-07-25,17.018999099731445,17.124000549316406,16.64900016784668,17.02400016784668,17.00484848022461,480748000
2022-07-26,16.888999938964844,16.91900062561035,16.47800064086914,16.533000946044922,16.514402389526367,397865000
2022-07-27,17.031999588012695,17.93600082397461,16.913000106811523,17.790000915527344,17.769989013671875,569776000
2022-07-28,17.975000381469727,18.139999389648438,17.440000534057617,17.983999252319336,17.96376609802246,474646000
2022-07-29,17.812999725341797,18.243999481201172,17.691999435424805,18.163000106811523,18.142566680908203,435460000
2022-08-01,18.18199920654297,18.84600067138672,17.989999771118164,18.44099998474121,18.420257568359375,476469000
2022-08-02,18.121999740600586,18.937999725341797,18.091999053955078,18.525999069213867,18.50516128540039,489527000
2022-08-03,18.18400001525879,18.968000411987305,18.136999130249023,18.89299964904785,18.871747970581055,418146000
2022-08-04,18.849000930786133,19.27400016784668,18.760000228881836,19.21500015258789,19.193384170532227,409652000
2022-08-05,18.809999465942383,19.229000091552734,18.666000366210938,18.98900032043457,18.967639923095703,386068000
2022-08-08,17.50200080871582,18.23900032043457,17.242000579833984,17.792999267578125,17.772985458374023,981859000
2022-08-09,17.25200080871582,17.44700050354004,16.724000930786133,17.086000442504883,17.06678009033203,668263000
2022-08-10,17.697999954223633,18.118000030517578,17.316999435424805,18.097000122070312,18.076641082763672,597422000
2022-08-11,18.131000518798828,18.707000732421875,17.875999450683594,17.941999435424805,17.921817779541016,509327000
2022-08-12,18.15999984741211,18.718000411987305,17.952999114990234,18.708999633789062,18.687952041625977,478094000
2022-08-15,18.701000213623047,19.163999557495117,18.613000869750977,19.031999588012695,19.010589599609375,457666000
2022-08-16,18.920000076293945,19.142000198364258,18.500999450683594,18.878999710083008,18.85776138305664,451240000
2022-08-17,18.523000717163086,18.687999725341797,18.145000457763672,18.334999084472656,18.314369201660156,446799000
2022-08-18,18.301000595092773,18.864999771118164,18.183000564575195,18.773000717163086,18.751880645751953,415447000
2022-08-19,18.4060001373291,18.520000457763672,17.770000457763672,17.849000930786133,17.828922271728516,441588000
2022-08-22,17.489999771118164,17.558000564575195,16.965999603271484,17.034000396728516,17.01483726501465,409593000
2022-08-23,16.98900032043457,17.46500015258789,16.969999313354492,17.180999755859375,17.16167449951172,369986000
2022-08-24,17.011999130249023,17.4060001373291,16.895000457763672,17.222000122070312,17.20262908935547,522661000
2022-08-25,16.8439998626709,17.94700050354004,16.83300018310547,17.913000106811523,17.892847061157227,770691000
2022-08-26,17.85700035095215,17.923999786376953,16.23699951171875,16.260000228881836,16.241710662841797,769127000
2022-08-29,16.020000457763672,16.33799934387207,15.767000198364258,15.800999641418457,15.783225059509277,496132000
2022-08-30,15.960000038146973,16.038999557495117,15.182000160217285,15.468000411987305,15.45059871673584,530181000
2022-08-31,15.383999824523926,15.539999961853027,14.958999633789062,15.093999862670898,15.077019691467285,573710000
2022-09-01,14.208999633789062,14.380000114440918,13.270000457763672,13.937000274658203,13.9213228225708,1178865000
2022-09-02,14.100000381469727,14.170999526977539,13.590999603271484,13.647000312805176,13.631648063659668,743157000
2022-09-06,13.730999946594238,13.779000282287598,13.35099983215332,13.46500015258789,13.449853897094727,535751000
2022-09-07,13.562999725341797,13.838000297546387,13.345999717712402,13.71399974822998,13.702645301818848,512657000
2022-09-08,13.458999633789062,14.008000373840332,13.369000434875488,13.989999771118164,13.978414535522461,624873000
2022-09-09,14.156999588012695,14.473999977111816,14.12600040435791,14.38700008392334,14.375086784362793,486612000
2022-09-12,14.369000434875488,14.54699993133545,14.197999954223633,14.505000114440918,14.492989540100098,484159000
2022-09-13,13.802000045776367,13.92199993133545,13.098999977111816,13.130999565124512,13.120124816894531,714956000
2022-09-14,13.253999710083008,13.289999961853027,12.913000106811523,13.128000259399414,13.1171293258667,588507000
2022-09-15,13.015000343322754,13.232999801635742,12.789999961853027,12.928999900817871,12.918292045593262,523625000
2022-09-16,12.741999626159668,13.211999893188477,12.616999626159668,13.197999954223633,13.1870698928833,670751000
2022-09-19,13.01200008392334,13.463000297546387,13.010000228881836,13.381999969482422,13.370918273925781,569685000
2022-09-20,13.21500015258789,13.482999801635742,13.057000160217285,13.175999641418457,13.165087699890137,524818000
2022-09-21,13.213000297546387,14.031000137329102,13.109999656677246,13.26099967956543,13.250018119812012,807679000
2022-09-22,13.069999694824219,13.14900016784668,12.428000450134277,12.560999870300293,12.55059814453125,759162000
2022-09-23,12.420000076293945,12.611000061035156,12.256999969482422,12.515999794006348,12.505636215209961,663309000
2022-09-26,12.491000175476074,12.659000396728516,12.21399974822998,12.227999687194824,12.217873573303223,547343000
2022-09-27,12.506999969482422,12.736000061035156,12.258000373840332,12.413000106811523,12.40272045135498,553854000
2022-09-28,12.40999984741211,12.822999954223633,12.354000091552734,12.736000061035156,12.725454330444336,542414000
2022-09-29,12.447999954223633,12.5,11.946000099182129,12.220000267028809,12.209879875183105,532763000
2022-09-30,12.086999893188477,12.633000373840332,12.074999809265137,12.138999938964844,12.128948211669922,565638000
2022-10-03,12.347000122070312,12.678000450134277,12.104999542236328,12.51200008392334,12.50163745880127,547478000
2022-10-04,12.878999710083008,13.220000267028809,12.878999710083008,13.166999816894531,13.156096458435059,584182000
2022-10-05,12.91100025177002,13.321000099182129,12.621000289916992,13.208999633789062,13.198060989379883,507131000
2022-10-06,13.220000267028809,13.656000137329102,13.102999687194824,13.130000114440918,13.119125366210938,644157000
2022-10-07,12.505000114440918,12.670000076293945,12.022000312805176,12.076000213623047,12.065999984741211,672478000
2022-10-10,12.036999702453613,12.12399959564209,11.407999992370605,11.670000076293945,11.6603364944458,698699000
2022-10-11,11.560999870300293,11.845999717712402,11.282999992370605,11.586000442504883,11.57640552520752,667482000
2022-10-12,11.579000473022461,11.734999656677246,11.345000267028809,11.5,11.490477561950684,492590000
2022-10-13,10.970999717712402,12.07800006866455,10.812999725341797,11.960000038146973,11.950096130371094,850103000
2022-10-14,12.057000160217285,12.111000061035156,11.204000473022461,11.22700023651123,11.217702865600586,713432000
2022-10-17,11.517999649047852,11.947999954223633,11.517000198364258,11.887999534606934,11.878154754638672,580774000
2022-10-18,12.343999862670898,12.491999626159668,11.618000030517578,11.967000007629395,11.957091331481934,659362000
2022-10-19,11.878999710083008,12.350000381469727,11.833999633789062,12.050999641418457,12.041019439697266,523131000
2022-10-20,12.11299991607666,12.769000053405762,12.104999542236328,12.194000244140625,12.183902740478516,652398000
2022-10-21,12.097999572753906,12.498000144958496,11.88700008392334,12.465999603271484,12.455676078796387,609494000
2022-10-24,12.508000373840332,12.710000038146973,12.064000129699707,12.598999977111816,12.588566780090332,517457000
2022-10-25,12.694000244140625,13.300000190734863,12.663999557495117,13.26099967956543,13.250018119812012,505482000
2022-10-26,12.869000434875488,13.387999534606934,12.708000183105469,12.895999908447266,12.885320663452148,532953000
2022-10-27,13.630000114440918,13.838000297546387,13.121999740600586,13.175999641418457,13.165087699890137,583113000
2022-10-28,13.104000091552734,13.850000381469727,13.060999870300293,13.833999633789062,13.822543144226074,521040000
2022-10-31,13.777999877929688,13.838000297546387,13.29699993133545,13.496999740600586,13.485822677612305,486341000
2022-11-01,13.810999870300293,13.925000190734863,13.519000053405762,13.543000221252441,13.531784057617188,432817000
2022-11-02,13.850000381469727,14.210000038146973,13.211000442504883,13.218999862670898,13.208052635192871,672628000
2022-11-03,13.043000221252441,13.781000137329102,12.956000328063965,13.420999526977539,13.409886360168457,500065000
2022-11-04,13.986000061035156,14.229000091552734,13.696999549865723,14.156000137329102,14.144277572631836,612576000
2022-11-07,14.227999687194824,14.411999702453613,13.954000473022461,14.300999641418457,14.289155960083008,410061000
2022-11-08,14.800999641418457,14.890999794006348,14.215999603271484,14.60200023651123,14.589908599853516,595292000
2022-11-09,14.161999702453613,14.211000442504883,13.758999824523926,13.776000022888184,13.764591217041016,454414000
2022-11-10,14.800000190734863,15.77299976348877,14.54699993133545,15.75,15.736958503723145,700819000
2022-11-11,15.807000160217285,16.388999938964844,15.482000350952148,16.32699966430664,16.313480377197266,655487000
2022-11-14,16.218000411987305,16.540000915527344,15.92199993133545,16.295000076293945,16.281505584716797,527852000
2022-11-15,16.722000122070312,16.99799919128418,16.381999969482422,16.666000366210938,16.652196884155273,545876000
2022-11-16,16.16200065612793,16.36199951171875,15.873000144958496,15.90999984741211,15.896825790405273,649547000
2022-11-17,15.71500015258789,16.266000747680664,15.53499984741211,15.677000045776367,15.664017677307129,710894000
2022-11-18,15.965999603271484,16.00200080871582,15.119999885559082,15.409000396728516,15.396239280700684,492072000
2022-11-21,15.147000312805176,15.47700023651123,15.079999923706055,15.317000389099121,15.304316520690918,404739000
2022-11-22,15.32800006866455,16.058000564575195,15.121999740600586,16.038000106811523,16.024717330932617,472866000
2022-11-23,16.097999572753906,16.527000427246094,16.04800033569336,16.518999099731445,16.505321502685547,427241000
2022-11-25,16.31800079345703,16.48699951171875,16.172000885009766,16.270000457763672,16.256526947021484,167934000
2022-11-28,16.025999069213867,16.35700035095215,15.725000381469727,15.82699966430664,15.81389331817627,303741000
2022-11-29,15.82699966430664,15.932000160217285,15.520000457763672,15.638999938964844,15.626049041748047,298384000
2022-11-30,15.696999549865723,16.93000030517578,15.597000122070312,16.92300033569336,16.913312911987305,565298000
2022-12-01,16.999000549316406,17.264999389648438,16.635000228881836,17.135000228881836,17.12519073486328,470977000
2022-12-02,16.659000396728516,16.933000564575195,16.44499969482422,16.875999450683594,16.866336822509766,371389000
2022-12-05,16.679000854492188,16.9950008392334,16.472000122070312,16.610000610351562,16.600492477416992,352255000
2022-12-06,16.530000686645508,16.572999954223633,15.819000244140625,15.987000465393066,15.977848052978516,352694000
2022-12-07,15.772000312805176,16.18600082397461,15.666999816894531,16.1200008392334,16.11077117919922,372388000
2022-12-08,16.273000717163086,17.179000854492188,15.958999633789062,17.16900062561035,17.1591739654541,515456000
2022-12-09,17.15999984741211,17.58300018310547,16.975000381469727,17.000999450683594,16.991268157958984,465338000
2022-12-12,17.03700065612793,17.538000106811523,16.797000885009766,17.53499984741211,17.524961471557617,457328000
2022-12-13,18.5310001373291,18.790000915527344,17.711000442504883,18.07200050354004,18.061655044555664,656589000
2022-12-14,17.98699951171875,18.25200080871582,17.420000076293945,17.673999786376953,17.663881301879883,496888000
2022-12-15,17.145999908447266,17.31999969482422,16.700000762939453,16.95199966430664,16.942293167114258,478542000
2022-12-16,16.86400032043457,17.041000366210938,16.40999984741211,16.570999145507812,16.561511993408203,478232000
2022-12-19,16.57200050354004,16.608999252319336,16.145000457763672,16.253999710083008,16.244691848754883,354039000
2022-12-20,16.06399917602539,16.309999465942383,15.85200023651123,16.084999084472656,16.075790405273438,403260000
2022-12-21,16.11400032043457,16.62700080871582,16.101999282836914,16.500999450683594,16.491552352905273,325025000
2022-12-22,16.0939998626709,16.13800048828125,14.881999969482422,15.33899974822998,15.330219268798828,565045000
2022-12-23,15.196000099182129,15.33899974822998,14.883000373840332,15.206000328063965,15.197295188903809,349326000
2022-12-27,15.074000358581543,15.100000381469727,14.055999755859375,14.121000289916992,14.112915992736816,464902000
2022-12-28,13.927000045776367,14.26200008392334,13.883999824523926,14.03600025177002,14.027965545654297,351066000
2022-12-29,14.402000427246094,14.682999610900879,14.22700023651123,14.602999687194824,14.594639778137207,354923000
2022-12-30,14.333999633789062,14.628999710083008,14.232999801635742,14.61400032043457,14.605632781982422,310490000
